book_name,book_image,author,page,short_description,programming_language,concept,tool,ratings,user_id
Oracle Database XE 11gR2 Jump Start Guide,www.packtpub.com/media/catalog/product/cache/5d165500a520a389deb95b325792ea25/6/7/6747en20_cov_0.jpg,By Asif Momen,146,"Build and manage your Oracle Database 11g XE environment with this fast paced, practical guide with ...",Java,Database Programming,Oracle Database,3,269
Oracle 11g Streams Implementer's Guide,www.packtpub.com/media/catalog/product/cache/5d165500a520a389deb95b325792ea25/9/7/9706_mockupcover_0.jpg,By Ann L. R. McKinnell,352,"Design, implement, and maintain a distributed environment with Oracle Streams using this book and eB...",Java,Database Programming,Oracle Database,4,283
EJB 3.0 Database Persistence with Oracle Fusion Middleware 11g: LITE,www.packtpub.com/media/catalog/product/cache/5d165500a520a389deb95b325792ea25/3/7/3760_ejb203.020database20persistence20with20oracle20fusion20middleware2011glite.jpg,By Deepak Vohra,100,Build EJB 3.0 database persistent models with both Oracle JDeveloper and Enterprise Pack for Eclipse...,Java,Database Programming,Oracle Fusion Middleware,5,158
Oracle SOA Suite 11g Developer's Cookbook,www.packtpub.com/media/catalog/product/cache/5d165500a520a389deb95b325792ea25/3/8/3883en_cov.jpg,By Antony Reynolds,346,Over 65 high-level recipes for extending your Oracle SOA applications and enhancing your skills with...,Java,Database Programming,Oracle SOA Suite,4,92
Getting Started with OrientDB,www.packtpub.com/media/catalog/product/cache/5d165500a520a389deb95b325792ea25/9/9/9956os_getting20started20with20orientdb_0.jpg,By Claudio Tesoriero,138,Become an expert in OrientDB through our easy to follow tutorial written by a Certified Developer. T...,Java,Database Programming,OrientDB,2,85
Elasticsearch 7.0 Cookbook - Fourth Edition,www.packtpub.com/media/catalog/product/cache/5d165500a520a389deb95b325792ea25/m/o/mockupb12959.png,By Alberto Paro,724,"Search, analyze, and manage data effectively with Elasticsearch 7",Java,Enterprise Search,Elasticsearch,4,20
Advanced Elasticsearch 7.0,www.packtpub.com/media/catalog/product/cache/5d165500a520a389deb95b325792ea25/9/7/9781789957754-original_29.png,By Wai Tak Wong,560,Master the intricacies of Elasticsearch 7.0 and use it to create flexible and scalable search soluti...,Java,Enterprise Search,Elasticsearch,4,193
ElasticSearch Cookbook,www.packtpub.com/media/catalog/product/cache/5d165500a520a389deb95b325792ea25/6/6/6627os.jpg,By Alberto Paro,422,As a user of ElasticSearch in your web applications you’ll already know what a powerful technology i...,Java,Enterprise Search,Elasticsearch,4,167
ElasticSearch Cookbook - Second Edition,www.packtpub.com/media/catalog/product/cache/5d165500a520a389deb95b325792ea25/3/5/3523_4836os_elasticsearch20cookbook20second20edition_cov_0.jpg,By Alberto Paro,472,"Over 130 advanced recipes to search, analyze, deploy, manage, and monitor data effectively with Elas...",Java,Enterprise Search,Elasticsearch,3,201
Elasticsearch Essentials,www.packtpub.com/media/catalog/product/cache/5d165500a520a389deb95b325792ea25/1/0/1010os_3461_elasticsearch20essentials.jpg,By Bharvi Dixit,240,Harness the power of ElasticSearch to build and manage scalable search and analytics solutions with ...,Java,Enterprise Search,Elasticsearch,5,125
Elasticsearch Server - Third Edition,www.packtpub.com/media/catalog/product/cache/5d165500a520a389deb95b325792ea25/b/0/b04900_cov.jpg,By Rafał Kuć,556,"Leverage Elasticsearch to create a robust, fast, and flexible search solution with ease",Java,Enterprise Search,Elasticsearch,5,144
ElasticSearch Server,www.packtpub.com/media/catalog/product/cache/5d165500a520a389deb95b325792ea25/8/4/8444os.jpg,By Rafał Kuć,318,"Whether you’re experienced in search servers or a newcomer, this book empowers you to get to grips w...",Java,Enterprise Search,Elasticsearch,3,234
Mastering Elasticsearch 5.x - Third Edition,www.packtpub.com/media/catalog/product/cache/5d165500a520a389deb95b325792ea25/b/0/b05747.png,By Bharvi Dixit,428,Master the intricacies of Elasticsearch 5 and use it to create flexible and scalable search solution...,Java,Enterprise Search,Elasticsearch,5,291
Elasticsearch for Hadoop,www.packtpub.com/media/catalog/product/cache/5d165500a520a389deb95b325792ea25/8/9/8999os.jpg,By Vishal Shukla,222,Integrate Elasticsearch into Hadoop to effectively visualize and analyze your data,Java,Enterprise Search,Elasticsearch,3,224
Mastering Elasticsearch - Second Edition,www.packtpub.com/media/catalog/product/cache/5d165500a520a389deb95b325792ea25/3/7/3792os_b03521_mastering20elasticsearch2c20second20edition.jpg,By Rafał Kuć,434,"Further your knowledge of the Elasticsearch server by learning more about its internals, querying, a...",Java,Enterprise Search,Elasticsearch,5,152
Elasticsearch Server: Second Edition,www.packtpub.com/media/catalog/product/cache/5d165500a520a389deb95b325792ea25/0/5/0529os_elasticsearch20server20second20edition.jpg,By Rafał Kuć,428,"From creating your own index structure through to cluster monitoring and troubleshooting, this is th...",Java,Enterprise Search,Elasticsearch,4,71
Hibernate Search by Example,www.packtpub.com/media/catalog/product/cache/5d165500a520a389deb95b325792ea25/9/2/9205os.jpg,By Steve Perkins,148,Explore the Hibernate Search system and use its extraordinary search features in your own applicatio...,Java,Enterprise Search,Hibernate Search,5,151
Lucene 4 Cookbook,www.packtpub.com/media/catalog/product/cache/5d165500a520a389deb95b325792ea25/2/2/2285os_b01890.jpg,By Edwood Ng,220,Over 70 hands-on recipes to quickly and effectively integrate Lucene into your search application,Java,Enterprise Search,Lucene,4,135
Mastering Apache Solr 7.x,www.packtpub.com/media/catalog/product/cache/5d165500a520a389deb95b325792ea25/9/7/9781788837385cov20-20copy.png,By Sandeep Nair,308,Accelerate your enterprise search engine and bring relevancy in your search analytics,Java,Enterprise Search,Solr,4,92
Solr Cookbook - Third Edition,www.packtpub.com/media/catalog/product/cache/5d165500a520a389deb95b325792ea25/9/7/9781783553150.png,By Rafał Kuć,356,Solve real-time problems related to Apache Solr 4.x and 5.0 effectively with the help of over 100 ea...,Java,Enterprise Search,Solr,3,95
Apache Solr Search Patterns,www.packtpub.com/media/catalog/product/cache/5d165500a520a389deb95b325792ea25/1/8/1847os.jpg,By Jayant Kumar,316,Leverage the power of Apache Solr to power up your business by navigating your users to their data q...,Java,Enterprise Search,Solr,4,130
Apache Solr Enterprise Search Server - Third Edition,www.packtpub.com/media/catalog/product/cache/5d165500a520a389deb95b325792ea25/1/3/1363os_apache20solr20420enterprise20search20server.jpg,By David Smiley,432,"Enhance your search experience with Apache Solr 4 - from faceted navigation, result highlighting and...",Java,Enterprise Search,Solr,4,269
Apache Solr Beginner�s Guide,www.packtpub.com/media/catalog/product/cache/5d165500a520a389deb95b325792ea25/2/5/2520os_apache20solr_frontcover.jpg,By Alfredo Serafini,324,"Where do you start with Apache Soir? We'd suggest with this book, which assumes no prior knowledge a...",Java,Enterprise Search,Solr,4,297
Apache Solr 3.1 Cookbook,www.packtpub.com/media/catalog/product/cache/5d165500a520a389deb95b325792ea25/2/1/2183_apache20solr203..jpg,By Rafał Kuć,300,Over 100 recipes to discover new ways to work with Apache’s Enterprise Search Server,Java,Enterprise Search,Solr,3,62
Apache Solr 4 Cookbook,www.packtpub.com/media/catalog/product/cache/5d165500a520a389deb95b325792ea25/1/3/1325os_cov.jpg,By Rafał Kuć,328,Apache Solr 4 can transform the effectiveness of your search engines and this book will show you how...,Java,Enterprise Search,Solr,2,221
Solr 1.4 Enterprise Search Server,www.packtpub.com/media/catalog/product/cache/5d165500a520a389deb95b325792ea25/5/8/5883_mockupcover.jpg,By David Smiley,336,"Enhance your search with faceted navigation, result highlighting, fuzzy queries, ranked scoring, and...",Java,Enterprise Search,Solr,3,11
Ext GWT 2.0: Beginner's Guide,www.packtpub.com/media/catalog/product/cache/5d165500a520a389deb95b325792ea25/1/8/1841_ext20gwt20beginners20guide_pagenumber.001.jpg,By Daniel Vaughan,320,Take the user experience of your website to a new level with Ext GWT using this book and eBook,Java,Front End Web Development,Ext GWT,5,230
GateIn Cookbook,www.packtpub.com/media/catalog/product/cache/5d165500a520a389deb95b325792ea25/8/6/8628os_gateln20cookbook_0.jpg,By Ken Finnigan,392,"Over 60 recipes for building portals with GateIn including user security, gadgets, and applications ...",Java,Front End Web Development,GateIn,4,159
Grails 1.1 Web Application Development,www.packtpub.com/media/catalog/product/cache/5d165500a520a389deb95b325792ea25/6/6/6682_mockupcover.jpg,By Jon Dickinson,328,Reclaiming Productivity for faster Java Web Development,Java,Front End Web Development,Grails,5,174
Google Web Toolkit 2 Application Development Cookbook,www.packtpub.com/media/catalog/product/cache/5d165500a520a389deb95b325792ea25/2/0/2008os_google20web20toolkit20220application20development20cookbook.jpg,By Shamsuddin Ahammad,244,Google Web Toolkit book and eBook - over 70 simple but incredibly effective practical recipes to dev...,Java,Front End Web Development,GWT,3,97
Mastering Hibernate,www.packtpub.com/media/catalog/product/cache/5d165500a520a389deb95b325792ea25/5/3/5339os_4619_mastering20hibernate.jpg,By Ramin Rad,204,Learn how to correctly utilize the most popular Object-Relational Mapping tool for your Enterprise a...,Java,Front End Web Development,Hibernate,3,84
Play Framework Essentials,www.packtpub.com/media/catalog/product/cache/5d165500a520a389deb95b325792ea25/2/4/2400os_cov.jpg,By Julien Richard-Foy,200,An intuitive guide to creating easy-to-build scalable web applications using the Play framework,Java,Front End Web Development,Play,5,63
Learning Play! Framework 2,www.packtpub.com/media/catalog/product/cache/5d165500a520a389deb95b325792ea25/0/1/0120os.jpg,By Andy Petrella,290,"The Play Framework makes it easy to build web applications with Java & Scala, and this user-friendly...",Java,Front End Web Development,Play,3,125
PrimeFaces Beginner's Guide,www.packtpub.com/media/catalog/product/cache/5d165500a520a389deb95b325792ea25/0/6/0698os.jpg,By K. Siva Prasad Reddy,378,"The perfect introduction to PrimeFaces, this tutorial will take you step by step through all the gre...",Java,Front End Web Development,Primefaces,4,160
PrimeFaces Theme Development,www.packtpub.com/media/catalog/product/cache/5d165500a520a389deb95b325792ea25/b/0/b02748_primefaces20theme20development_.jpg,By Andy Bailey,224,"Create, package, and customize stunning themes using PrimeFaces",Java,Front End Web Development,Primefaces,2,316
Seam 2.x Web Development,www.packtpub.com/media/catalog/product/cache/5d165500a520a389deb95b325792ea25/5/9/5920_mockupcover.jpg,By David Salter,300,"Build robust web applications with Seam, Facelets, and RichFaces using the JBoss application server",Java,Front End Web Development,Seam,5,32
Seam 2 Web Development: LITE,www.packtpub.com/media/catalog/product/cache/5d165500a520a389deb95b325792ea25/6/3/6365os_seam20220x20web20development_lite.jpg,By David Salter,104,"Testing, Data Persistence and Security ",Java,Front End Web Development,Seam,3,327
Learning Spring Boot 2.0 - Second Edition,www.packtpub.com/media/catalog/product/cache/5d165500a520a389deb95b325792ea25/9/7/9781786463784-original_26.png,By Greg L. Turnquist,370,Use Spring Boot to build lightning-fast apps,Java,Front End Web Development,Spring Boot,1,13
Spring Boot Cookbook,www.packtpub.com/media/catalog/product/cache/5d165500a520a389deb95b325792ea25/4/1/4151os.jpg,By Alex Antonov,206,"Over 35 recipes to help you build, test, and run Spring applications using Spring Boot",Java,Front End Web Development,Spring Boot,1,216
Spring Essentials,www.packtpub.com/media/catalog/product/cache/5d165500a520a389deb95b325792ea25/2/3/2349os_3070_spring20essentials.jpg,By Shameer Kunjumohamed,260,Build mission-critical enterprise applications using Spring Framework and Aspect Oriented Programmin...,Java,Front End Web Development,Spring,4,92
Spring Integration Essentials,www.packtpub.com/media/catalog/product/cache/5d165500a520a389deb95b325792ea25/3/0/3071_9164os_spring20integration20essentials_0.jpg,By Chandan Pandey,198,Integrate the heterogeneous endpoints of enterprise applications with Spring Integration for effecti...,Java,Front End Web Development,Spring,2,1
Spring Web Flow 2 Web Development,www.packtpub.com/media/catalog/product/cache/5d165500a520a389deb95b325792ea25/5/4/5425_mockupcover.jpg,By Markus Stäuble,272,Master Spring's well-designed web frameworks to develop powerful web applications,Java,Front End Web Development,Spring,5,263
Spring MVC: Designing Real-World Web Applications,www.packtpub.com/media/catalog/product/cache/5d165500a520a389deb95b325792ea25/c/0/c06151_mockupcover_low.png,By Shameer Kunjumohamed,944,"Unleash the power of Spring MVC and build enterprise-grade, lightning-fast web applications",Java,Front End Web Development,Spring,3,5
Building Microservices with Micronaut®,www.packtpub.com/media/catalog/product/cache/5d165500a520a389deb95b325792ea25/9/7/9781800564237-original_38.png,By Nirmal Singh,362,"Explore different aspects of building modular microservices such as development, testing, maintenanc...",Java,Microservices,Gradle,2,85
Java EE 8 Microservices,www.packtpub.com/media/catalog/product/cache/5d165500a520a389deb95b325792ea25/9/7/9781788475143_cover.png,By Kamalmeet Singh,260,Build microservices-based enterprise applications with the latest version of Java EE,Java,Microservices,Java EE,5,194
Hands-On Microservices - Monitoring and Testing,www.packtpub.com/media/catalog/product/cache/5d165500a520a389deb95b325792ea25/b/1/b10699.png,By Dinesh Rajput,160,"Learn and implement various techniques related to testing, monitoring and optimization for microserv...",Java,Microservices,JMeter,5,109
